State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Brinjal,Other,FAQ,22/03/2025,1930,1970,1950
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Garlic,Garlic,FAQ,22/03/2025,2900,2950,2930
"Uttar Pradesh",Kushinagar,"Tamkuhi road",Paddy(Dhan)(Common),"Paddy Coarse",FAQ,22/03/2025,2300,2350,2325
"Uttar Pradesh",Kushinagar,"Tamkuhi road",Pomegranate,Pomogranate,Medium,22/03/2025,7900,7950,7925
"Uttar Pradesh",Kushinagar,"Tamkuhi road",Potato,Potato,FAQ,22/03/2025,1925,1965,1950
"Uttar Pradesh",Lucknow,Lucknow,Onion,Red,FAQ,22/03/2025,2360,2520,2440
"Uttar Pradesh",Maharajganj,Anandnagar,"Banana - Green","Banana - Green",FAQ,22/03/2025,1600,1800,1700
"Uttar Pradesh",Maharajganj,Anandnagar,"Green Chilli","Green Chilly",FAQ,22/03/2025,2600,3000,2800
"Uttar Pradesh",Maharajganj,Gadaura,"Jack Fruit",Other,Medium,22/03/2025,1800,2000,1900
"Uttar Pradesh",Maharajganj,Gadaura,Potato,Red,FAQ,22/03/2025,1200,1400,1300
"Uttar Pradesh",Maharajganj,Nautnava,Apple,Delicious,Medium,22/03/2025,8200,8400,8300
"Uttar Pradesh",Maharajganj,Nautnava,"Mousambi(Sweet Lime)",Mousambi,Medium,22/03/2025,3300,3500,3400
"Uttar Pradesh",Mahoba,Charkhari,"Barley (Jau)",Dara,FAQ,22/03/2025,1900,2180,2000
"Uttar Pradesh",Mahoba,Charkhari,Groundnut,Balli/Habbu,FAQ,22/03/2025,4700,4700,4700
"Uttar Pradesh",Mahoba,Charkhari,"Lentil (Masur)(Whole)","Kala Masoor New",FAQ,22/03/2025,5800,5800,5800
"Uttar Pradesh",Mahoba,Mahoba,Garlic,Garlic,FAQ,22/03/2025,6650,6750,6700
"Uttar Pradesh",Mahoba,Mahoba,"Green Chilli","Green Chilly",FAQ,22/03/2025,3350,3450,3400
"Uttar Pradesh",Mainpuri,Mainpuri,"Field Pea","Field Pea",FAQ,22/03/2025,2655,2845,2765
"Uttar Pradesh",Mainpuri,Mainpuri,Ginger(Green),"Green Ginger",FAQ,22/03/2025,3445,3625,3535
"Uttar Pradesh",Mainpuri,Mainpuri,"Green Chilli","Green Chilly",FAQ,22/03/2025,2655,2845,2765
"Uttar Pradesh",Mainpuri,Mainpuri,Orange,Orange,Medium,22/03/2025,4635,4820,4725
"Uttar Pradesh",Mainpuri,Mainpuri,Pomegranate,Pomogranate,Medium,22/03/2025,8100,8280,8190
"Uttar Pradesh",Mathura,Kosikalan,Apple,"Kasmir/Shimla - II",Medium,22/03/2025,9500,9700,9600
"Uttar Pradesh",Mathura,Kosikalan,Carrot,Carrot,FAQ,22/03/2025,1200,1285,1245
"Uttar Pradesh",Mathura,Kosikalan,Ginger(Green),"Green Ginger",FAQ,22/03/2025,3300,3440,3400
"Uttar Pradesh",Mathura,Kosikalan,Potato,Desi,FAQ,22/03/2025,1100,1300,1200
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Cauliflower,Other,FAQ,22/03/2025,1100,1200,1155
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bhindi(Ladies Finger)",Bhindi,FAQ,22/03/2025,800,900,850
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bitter gourd","Bitter Gourd",FAQ,22/03/2025,800,1000,900
"Uttar Pradesh",Mirzapur,Ahirora,Brinjal,Brinjal,FAQ,22/03/2025,700,900,800
"Uttar Pradesh",Mirzapur,Ahirora,"Green Chilli","Green Chilly",FAQ,22/03/2025,2000,2000,2000
"Uttar Pradesh",Mirzapur,Ahirora,"Peas Wet","Peas Wet",FAQ,22/03/2025,1000,1200,1000
"Uttar Pradesh",Pillibhit,Pilibhit,Rice,Coarse,FAQ,22/03/2025,3230,3320,3275
"Uttar Pradesh",Pillibhit,Pilibhit,Tomato,Local,FAQ,22/03/2025,640,720,680
"Uttar Pradesh",Pillibhit,Pilibhit,Wheat,Dara,FAQ,22/03/2025,2820,2900,2870
"Uttar Pradesh",Pillibhit,Puranpur,Banana,"Banana - Ripe",Medium,22/03/2025,2640,2720,2685
"Uttar Pradesh",Pillibhit,Puranpur,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1400,1500,1450
"Uttar Pradesh",Pillibhit,Puranpur,Cauliflower,Cauliflower,FAQ,22/03/2025,860,945,905
"Uttar Pradesh",Pillibhit,Puranpur,Onion,Red,FAQ,22/03/2025,2500,2600,2550
"Uttar Pradesh",Pillibhit,Puranpur,Potato,Potato,FAQ,22/03/2025,1080,1160,1120
"Uttar Pradesh",Pratapgarh,Pratapgarh,"Mousambi(Sweet Lime)",Mousambi,Medium,22/03/2025,3400,3600,3480
"Uttar Pradesh",Pratapgarh,Pratapgarh,"Mustard Oil","Mustard Oil",FAQ,22/03/2025,13200,13500,13300
"Uttar Pradesh",Pratapgarh,Pratapgarh,Potato,Desi,FAQ,22/03/2025,1000,1200,1060
"Uttar Pradesh",Pratapgarh,Pratapgarh,Wheat,Dara,FAQ,22/03/2025,2780,2950,2800
"Uttar Pradesh",Prayagraj,Allahabad,Capsicum,Capsicum,FAQ,22/03/2025,2880,2950,2900
"Uttar Pradesh",Prayagraj,Allahabad,Cauliflower,Cauliflower,FAQ,22/03/2025,670,750,700
"Uttar Pradesh",Prayagraj,Allahabad,Ginger(Green),"Green Ginger",FAQ,22/03/2025,3600,3680,3645
"Uttar Pradesh",Raebarelli,Lalganj,Brinjal,Round/Long,FAQ,22/03/2025,1350,1450,1400
"Uttar Pradesh",Raebarelli,Lalganj,Carrot,Pusakesar,FAQ,22/03/2025,1050,1150,1100
"Uttar Pradesh",Raebarelli,Lalganj,"Green Peas","Green Peas",FAQ,22/03/2025,2000,2050,2015
"Uttar Pradesh",Raebarelli,Lalganj,Tomato,Hybrid,FAQ,22/03/2025,750,800,755
"Uttar Pradesh",Raebarelli,Salon,Potato,Desi,Non-FAQ,22/03/2025,1125,1135,1130
"Uttar Pradesh",Raebarelli,Salon,Wheat,Dara,Non-FAQ,22/03/2025,2787,2795,2790
"Uttar Pradesh",Rampur,Rampur,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1260,1350,1300
"Uttar Pradesh",Rampur,Rampur,"Green Chilli","Green Chilly",FAQ,22/03/2025,3000,3090,3040
"Uttar Pradesh",Rampur,Rampur,Gur(Jaggery),Red,FAQ,22/03/2025,3860,3955,3900
"Uttar Pradesh",Rampur,Rampur,"Lentil (Masur)(Whole)","Masoor Gola",FAQ,22/03/2025,6800,6890,6840
"Uttar Pradesh",Rampur,Vilaspur,Orange,Darjeeling,Medium,22/03/2025,3000,4000,3500
"Uttar Pradesh",Saharanpur,Chutmalpur,Carrot,Carrot,FAQ,22/03/2025,900,1100,1000
"Uttar Pradesh",Saharanpur,Chutmalpur,"Field Pea","Field Pea",FAQ,22/03/2025,1300,1500,1400
"Uttar Pradesh",Saharanpur,Chutmalpur,"Green Chilli","Green Chilly",FAQ,22/03/2025,1800,2000,1900
"Uttar Pradesh",Saharanpur,Gangoh,Cauliflower,Cauliflower,FAQ,22/03/2025,450,600,500
"Uttar Pradesh",Sambhal,Bhehjoi,Wood,Eucalyptus,FAQ,22/03/2025,480,500,485
"Uttar Pradesh","Sant Kabir Nagar",Khalilabad,Potato,Desi,FAQ,22/03/2025,800,1100,900
"Uttar Pradesh",Shahjahanpur,Puwaha,Cauliflower,Cauliflower,FAQ,22/03/2025,820,1020,920
"Uttar Pradesh",Shahjahanpur,Puwaha,Onion,Red,FAQ,22/03/2025,2450,2650,2550
"Uttar Pradesh",Shahjahanpur,Puwaha,Potato,Desi,Non-FAQ,22/03/2025,925,1125,1025
"Uttar Pradesh",Shahjahanpur,Puwaha,Pumpkin,Pumpkin,FAQ,22/03/2025,1100,1300,1200
"Uttar Pradesh",Shahjahanpur,Puwaha,Wheat,Dara,Non-FAQ,22/03/2025,2600,2800,2700
"Uttar Pradesh",Shravasti,Payagpur,Ginger(Green),"Green Ginger",FAQ,22/03/2025,3000,3500,3200
"Uttar Pradesh",Unnao,Bangarmau,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,22/03/2025,7310,7410,7360
"Uttar Pradesh",Unnao,Bangarmau,"Green Chilli","Green Chilly",FAQ,22/03/2025,2780,2890,2840
"Uttar Pradesh",Unnao,Bangarmau,Paddy(Dhan)(Common),Common,FAQ,22/03/2025,2250,2350,2300
"Uttar Pradesh",Unnao,Bangarmau,Rice,III,FAQ,22/03/2025,3120,3220,3170
Uttrakhand,"Garhwal (Pauri)",Kotadwara,Capsicum,Capsicum,FAQ,22/03/2025,1700,1900,1800
Uttrakhand,"Garhwal (Pauri)",Kotadwara,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1800,2000,1900
Uttrakhand,"Garhwal (Pauri)",Kotadwara,Guava,Guava,Large,22/03/2025,2800,3500,3000
Uttrakhand,"Garhwal (Pauri)",Kotadwara,Orange,Other,Large,22/03/2025,3000,4000,3200
Uttrakhand,"Garhwal (Pauri)",Kotadwara,Orange,Other,Small,22/03/2025,2600,3000,2800
Uttrakhand,Haridwar,"Haridwar Union","Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1000,1200,1100
Uttrakhand,Haridwar,"Haridwar Union",Carrot,Other,FAQ,22/03/2025,700,1000,800
Uttrakhand,Haridwar,"Haridwar Union",Tomato,Tomato,FAQ,22/03/2025,600,800,700
Uttrakhand,Haridwar,Manglaur,Brinjal,Other,FAQ,22/03/2025,800,1000,900
Uttrakhand,Haridwar,Manglaur,Chikoos(Sapota),Other,Medium,22/03/2025,2000,2500,2100
Uttrakhand,Haridwar,Manglaur,Potato,Other,FAQ,22/03/2025,800,850,820
Uttrakhand,UdhamSinghNagar,Bazpur,"Green Peas",Other,FAQ,22/03/2025,2500,2500,2500
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Tomato,Other,FAQ,22/03/2025,700,900,800
Uttrakhand,UdhamSinghNagar,Rudrapur,Apple,Other,Medium,22/03/2025,5000,7000,6000
Uttrakhand,UdhamSinghNagar,Rudrapur,"Bhindi(Ladies Finger)",Other,FAQ,22/03/2025,3000,4000,3500
Uttrakhand,UdhamSinghNagar,Rudrapur,Ginger(Dry),Other,FAQ,22/03/2025,3000,4000,3500
Uttrakhand,UdhamSinghNagar,Rudrapur,"Green Chilli",Other,FAQ,22/03/2025,3000,4000,3500
Uttrakhand,UdhamSinghNagar,Rudrapur,Onion,Other,FAQ,22/03/2025,2000,3000,2500
Uttrakhand,UdhamSinghNagar,Rudrapur,Pomegranate,Other,Medium,22/03/2025,6000,8000,7000
"West Bengal",Birbhum,Birbhum,Paddy(Dhan)(Common),Common,FAQ,22/03/2025,2300,2350,2320
"West Bengal",Birbhum,Sainthia,Brinjal,Brinjal,FAQ,22/03/2025,2100,2300,2200
"West Bengal","Dakshin Dinajpur",Balurghat,Cabbage,Other,FAQ,22/03/2025,700,900,800
"West Bengal","North 24 Parganas",Barasat,"Green Chilli",Other,FAQ,22/03/2025,6000,6000,6000
"West Bengal","North 24 Parganas",Barasat,Onion,Other,FAQ,22/03/2025,1800,1800,1800
"West Bengal","Paschim Bardhaman",Durgapur,Mustard,Other,Non-FAQ,22/03/2025,5650,5850,5700
"West Bengal","Paschim Bardhaman",Durgapur,Onion,Nasik,Non-FAQ,22/03/2025,2200,2400,2300
"West Bengal","Paschim Bardhaman",Durgapur,Rice,Other,FAQ,22/03/2025,2865,3050,3000
"West Bengal","Paschim Bardhaman",Durgapur,Wheat,Kalyan,FAQ,22/03/2025,2540,2700,2600
"West Bengal","Sounth 24 Parganas",Baruipur(Canning),"Green Chilli","Green Chilly",FAQ,22/03/2025,5300,5500,5400
"Andhra Pradesh",Chittor,Chittoor,Gur(Jaggery),"NO 2",FAQ,22/03/2025,3400,3500,3400
"Andhra Pradesh",Chittor,Madanapalli,Tomato,Local,FAQ,22/03/2025,600,1100,900
"Andhra Pradesh",Chittor,Palamaner,"Cluster beans","Cluster Beans",FAQ,22/03/2025,2000,4000,3000
"Andhra Pradesh",Chittor,Palamaner,"Green Chilli","Green Chilly",FAQ,22/03/2025,2000,4000,3000
"Andhra Pradesh",Chittor,Palamaner,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,22/03/2025,1000,2000,1500
"Andhra Pradesh","East Godavari",Ambajipeta,Banana,"Banana - Ripe",Medium,22/03/2025,880,2080,1480
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Chakkarakeli(White),Large,22/03/2025,2200,2900,2700
"Andhra Pradesh",Krishna,Tiruvuru,Paddy(Dhan)(Common),Sona,FAQ,22/03/2025,2550,2850,2650
"Andhra Pradesh",Kurnool,Nandyal,Paddy(Dhan)(Common),"Sona Mahsuri",Non-FAQ,22/03/2025,2000,2000,2000
"Andhra Pradesh",Nellore,Rapur,Wood,Eucalyptus,FAQ,22/03/2025,7500,8200,8100
"Andhra Pradesh",Visakhapatnam,Chintapally,Beans,"Beans (Whole)",FAQ,22/03/2025,6000,7000,6500
Gujarat,Ahmedabad,Dholka,Wheat,Other,FAQ,22/03/2025,2465,2680,2485
Gujarat,Amreli,Babra,Wheat,Other,FAQ,22/03/2025,2300,2750,2525
Gujarat,Amreli,Bagasara,"Arhar (Tur/Red Gram)(Whole)","777 New Ind",Non-FAQ,22/03/2025,4125,6625,5375
Gujarat,Amreli,Bagasara,Cotton,Other,FAQ,22/03/2025,6250,7520,6885
Gujarat,Amreli,Bagasara,Wheat,"Lokwan Gujrat",Non-FAQ,22/03/2025,2180,2575,2377
Gujarat,Amreli,Damnagar,"Bhindi(Ladies Finger)",Bhindi,FAQ,22/03/2025,4150,5050,4600
Gujarat,Amreli,Damnagar,Cauliflower,Cauliflower,FAQ,22/03/2025,850,1550,1200
Gujarat,Amreli,Damnagar,Coriander(Leaves),Coriander,FAQ,22/03/2025,2200,3050,2750
Gujarat,Amreli,Savarkundla,"Corriander seed","Medium Green",FAQ,22/03/2025,6250,9060,7750
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Cabbage,Cabbage,FAQ,22/03/2025,200,300,250
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Cauliflower,Cauliflower,FAQ,22/03/2025,500,750,600
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Cauliflower,Other,FAQ,22/03/2025,1000,1500,1300
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)","Green Chilli",Other,FAQ,22/03/2025,1500,2500,2000
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Onion,Other,FAQ,22/03/2025,1600,2200,2000
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Potato,Other,FAQ,22/03/2025,1000,1200,1100
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Tinda,Other,FAQ,22/03/2025,4000,6500,6000
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Tomato,Other,FAQ,22/03/2025,300,1000,700
Gujarat,Banaskanth,Vadgam,"Castor Seed",Other,FAQ,22/03/2025,6275,6325,6300
Gujarat,"Chhota Udaipur",Bodeliu,"Arhar (Tur/Red Gram)(Whole)",Hybrid,FAQ,22/03/2025,7000,7300,7200
Gujarat,"Chhota Udaipur",Bodeliu,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,22/03/2025,6900,7350,7200
Gujarat,"Chhota Udaipur","Hadad    ",Cotton,"Shanker 6 (B) 30mm FIne",FAQ,22/03/2025,7100,7300,7200
Gujarat,"Chhota Udaipur",Kalediya,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,22/03/2025,6900,7300,7150
Gujarat,Dahod,Dahod,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,22/03/2025,5550,5585,5565
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),"Paddy fine",Non-FAQ,22/03/2025,2000,2050,2025
Gujarat,Dahod,Dahod,Wheat,Wheat,FAQ,22/03/2025,2560,2580,2570
Gujarat,Dahod,Zalod(Sanjeli),Paddy(Dhan)(Common),Other,Non-FAQ,22/03/2025,2300,2350,2350
Gujarat,Dahod,Zalod(Sanjeli),Wheat,Other,FAQ,22/03/2025,2425,2500,2500
Gujarat,Dahod,Zalod(Sanjeli),Wheat,Other,Non-FAQ,22/03/2025,2425,2500,2500
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Cabbage,Other,FAQ,22/03/2025,250,400,300
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Methi(Leaves),Methi,FAQ,22/03/2025,1000,1000,1000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Surat Beans (Papadi)",Other,FAQ,22/03/2025,2500,2500,2500
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Tomato,Other,FAQ,22/03/2025,250,700,500
Gujarat,"Gir Somnath",Talalagir,"Bhindi(Ladies Finger)",Other,FAQ,22/03/2025,1000,3500,2000
Gujarat,"Gir Somnath",Talalagir,Brinjal,Other,FAQ,22/03/2025,1000,2500,2000
Gujarat,"Gir Somnath",Talalagir,Cabbage,Other,FAQ,22/03/2025,1000,2000,1500
Gujarat,"Gir Somnath",Veraval,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",Non-FAQ,22/03/2025,6050,6500,6250
Gujarat,"Gir Somnath",Veraval,Mustard,Mustard,FAQ,22/03/2025,5000,6075,5755
Gujarat,"Gir Somnath",Veraval,Wheat,"Medium Fine",FAQ,22/03/2025,2400,2700,2505
Gujarat,Jamnagar,Dhrol,Mustard,Other,FAQ,22/03/2025,4700,5150,4925
Gujarat,Junagarh,Bhesan,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,22/03/2025,4500,7000,6500
Gujarat,Junagarh,Bhesan,Cotton,Other,FAQ,22/03/2025,5000,7400,7000
Gujarat,Junagarh,Bhesan,Soyabean,Other,FAQ,22/03/2025,3000,3600,3250
Gujarat,Junagarh,Manavdar,Cotton,"Cotton (Unginned)",FAQ,22/03/2025,7000,7875,7300
Gujarat,Junagarh,Visavadar,"Green Gram (Moong)(Whole)",Other,FAQ,22/03/2025,5625,7205,6415
Gujarat,Junagarh,Visavadar,Groundnut,Other,FAQ,22/03/2025,4625,5055,4840
Gujarat,Junagarh,Visavadar,"Groundnut (Split)",Groundnut(Split),FAQ,22/03/2025,4750,5330,5040
Gujarat,Junagarh,Visavadar,"Methi Seeds",Other,FAQ,22/03/2025,3500,4330,3915
Gujarat,Junagarh,Visavadar,Soyabean,Black,FAQ,22/03/2025,3275,3725,3500
Gujarat,Kachchh,Rapar,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,22/03/2025,16255,21605,18930
Gujarat,Narmada,Rajpipla,"Arhar (Tur/Red Gram)(Whole)","777 New Ind",FAQ,22/03/2025,7320,7825,7610
Gujarat,Navsari,Bilimora,"Bottle gourd",Other,FAQ,22/03/2025,1000,1500,1200
Gujarat,Navsari,Bilimora,Onion,Nasik,FAQ,22/03/2025,1200,2100,1700
Gujarat,Navsari,Bilimora,Tomato,Other,FAQ,22/03/2025,500,1000,800
Gujarat,Navsari,Navsari,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,500,1500,1000
Gujarat,Navsari,Navsari,Cabbage,Cabbage,FAQ,22/03/2025,500,1000,750
Gujarat,Porbandar,Porbandar,Coriander(Leaves),Coriander,FAQ,22/03/2025,3500,4500,4000
Gujarat,Porbandar,Porbandar,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,22/03/2025,9325,9325,9325
Gujarat,Porbandar,Porbandar,Groundnut,Bold,Non-FAQ,22/03/2025,4450,5250,4850
Gujarat,Porbandar,Porbandar,Tomato,Deshi,Non-FAQ,22/03/2025,500,1000,750
Gujarat,Rajkot,Dhoraji,"Arhar (Tur/Red Gram)(Whole)",Local,Non-FAQ,22/03/2025,6505,6980,6855
Gujarat,Rajkot,"Gondal(Veg.market Gondal)","Bhindi(Ladies Finger)",Bhindi,FAQ,22/03/2025,2500,5000,3750
Gujarat,Rajkot,"Gondal(Veg.market Gondal)","Green Chilli","Green Chilly",FAQ,22/03/2025,600,3000,1800
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Tomato,Tomato,FAQ,22/03/2025,100,1000,550
Gujarat,Rajkot,Jetpur(Dist.Rajkot),"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,22/03/2025,6000,7000,6850
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Cotton,"Cotton (Unginned)",FAQ,22/03/2025,5085,7225,7000
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)","Bhindi(Ladies Finger)",Bhindi,FAQ,22/03/2025,4000,5000,4500
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Brinjal,Brinjal,FAQ,22/03/2025,1500,3000,2250
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Ginger(Green),"Green Ginger",FAQ,22/03/2025,4000,5000,4500
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Potato,Desi,FAQ,22/03/2025,500,1500,1000
Gujarat,Rajkot,Upleta,"Castor Seed","Castor seed",FAQ,22/03/2025,5800,6210,6120
Gujarat,Sabarkantha,Modasa,"Castor Seed","Castor seed",FAQ,22/03/2025,6000,6190,6190
Gujarat,Sabarkantha,Vadali,Wheat,Other,FAQ,22/03/2025,2445,2835,2640
Gujarat,Surat,Surat,"Banana - Green",Other,FAQ,22/03/2025,1000,1900,1450
Gujarat,Surat,Surat,Capsicum,Other,FAQ,22/03/2025,1200,2800,2000
Gujarat,Surat,Surat,Cowpea(Veg),Other,FAQ,22/03/2025,5000,10000,7500
Gujarat,Surat,Surat,"Green Chilli",Other,FAQ,22/03/2025,1500,4500,3000
Gujarat,Surat,Surat,"Indian Beans (Seam)",Other,FAQ,22/03/2025,2500,5000,3750
Gujarat,Surat,Surat,"Papaya (Raw)",Other,FAQ,22/03/2025,1000,1500,1250
Gujarat,Surat,Surat,"Turmeric (raw)",Other,FAQ,22/03/2025,3500,10500,7000
Gujarat,Surendranagar,"Dasada Patadi","Isabgul (Psyllium)","Isabgul (Psyllium)",FAQ,22/03/2025,12000,13080,12550
Gujarat,Surendranagar,Vadhvan,Apple,Apple,Medium,22/03/2025,17500,21000,19250
Gujarat,Surendranagar,Vadhvan,"Bottle gourd","Bottle Gourd",FAQ,22/03/2025,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,Brinjal,Brinjal,FAQ,22/03/2025,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,22/03/2025,3500,4000,3750
Gujarat,Surendranagar,Vadhvan,Methi(Leaves),Methi,FAQ,22/03/2025,2000,2500,2250
Gujarat,Vadodara(Baroda),Padra,Carrot,Other,FAQ,22/03/2025,1000,1500,1250
Gujarat,Vadodara(Baroda),Padra,Lemon,Other,FAQ,22/03/2025,11000,12500,11750
Gujarat,Vadodara(Baroda),Padra,"Surat Beans (Papadi)",Other,FAQ,22/03/2025,4500,5000,4750
Haryana,Bhiwani,"Ch. Dadri",Cauliflower,"African Sarson",FAQ,22/03/2025,400,400,400
Haryana,Bhiwani,"Ch. Dadri",Ginger(Green),"Green Ginger",FAQ,22/03/2025,4000,9000,4500
Haryana,Hissar,Barwala(Hisar),Apple,Other,Medium,22/03/2025,8000,10000,9000
Haryana,Hissar,Barwala(Hisar),"Bottle gourd",Other,FAQ,22/03/2025,1400,1500,1450
Haryana,Hissar,Barwala(Hisar),Cabbage,Other,FAQ,22/03/2025,700,800,750
Haryana,Hissar,Barwala(Hisar),Potato,Other,FAQ,22/03/2025,1100,1200,1150
Haryana,Hissar,Barwala(Hisar),"Water Melon",Other,Medium,22/03/2025,1700,1800,1750
Haryana,Hissar,Hansi,Apple,Other,Medium,22/03/2025,8000,12000,10000
Haryana,Hissar,Hansi,Chikoos(Sapota),Other,Medium,22/03/2025,4000,5000,4500
Haryana,Hissar,Hansi,Grapes,Other,Medium,22/03/2025,6000,10000,8000
Haryana,Hissar,Hansi,Pomegranate,Other,Medium,22/03/2025,8000,12000,10000
Haryana,Hissar,Hansi,Ridgeguard(Tori),Other,FAQ,22/03/2025,4000,4000,4000
Haryana,Hissar,Hansi,Tomato,Other,Non-FAQ,22/03/2025,1000,1500,1300
Haryana,Hissar,Uklana,Brinjal,Other,FAQ,22/03/2025,1200,1200,1200
Haryana,Hissar,Uklana,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1000,1200,1200
Haryana,Hissar,Uklana,Spinach,Other,FAQ,22/03/2025,600,600,600
Haryana,Kurukshetra,Pehowa,Cabbage,Other,FAQ,22/03/2025,600,600,600
Haryana,Mahendragarh-Narnaul,Narnaul,Apple,Apple,Medium,22/03/2025,9000,10000,10000
Haryana,Mahendragarh-Narnaul,Narnaul,Banana,Other,Medium,22/03/2025,4000,4000,4000
Haryana,Mahendragarh-Narnaul,Narnaul,Cabbage,Cabbage,FAQ,22/03/2025,800,1000,1000
Haryana,Mahendragarh-Narnaul,Narnaul,Carrot,Carrot,FAQ,22/03/2025,800,1000,1000
Haryana,Mahendragarh-Narnaul,Narnaul,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1200,1500,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Grapes,Green,Medium,22/03/2025,4000,7000,6000
Haryana,Mahendragarh-Narnaul,Narnaul,Papaya,Papaya,Medium,22/03/2025,3000,3000,3000
Haryana,Mewat,Tauru,Grapes,Other,Medium,22/03/2025,6000,6000,6000
Haryana,Mewat,Tauru,Tinda,Other,FAQ,22/03/2025,1000,1000,1000
Haryana,Panchkula,Barwala,"Bottle gourd",Other,FAQ,22/03/2025,1000,1500,1250
Haryana,Panchkula,Barwala,"Peas cod",Other,FAQ,22/03/2025,3000,3000,3000
Haryana,Panchkula,"New Grain Market , Panchkula",Apple,Apple,Large,22/03/2025,8500,9500,9000
Haryana,Panipat,Samalkha,Capsicum,Capsicum,FAQ,22/03/2025,1600,1600,1600
Haryana,Panipat,Samalkha,Cucumbar(Kheera),Cucumbar,FAQ,22/03/2025,1000,1000,1000
Haryana,Panipat,Samalkha,Ginger(Dry),Other,FAQ,22/03/2025,7000,7000,7000
Haryana,Panipat,Samalkha,Raddish,Raddish,FAQ,22/03/2025,500,500,500
Haryana,Rewari,Rewari,Tomato,Other,Non-FAQ,22/03/2025,500,1000,750
Haryana,Rohtak,Rohtak,Cauliflower,Other,FAQ,22/03/2025,300,500,400
Haryana,Rohtak,Rohtak,Onion,Other,FAQ,22/03/2025,1500,2500,2000
Haryana,Rohtak,Rohtak,"Water Melon",Other,Large,22/03/2025,1500,2500,2000
Haryana,"Yamuna Nagar",Mustafabad,Cucumbar(Kheera),Other,FAQ,22/03/2025,1200,1400,1400
Haryana,"Yamuna Nagar",Mustafabad,Potato,Other,FAQ,22/03/2025,1000,1200,1000
"Himachal Pradesh",Chamba,Chamba,Cabbage,Other,FAQ,22/03/2025,1200,1400,1300
"Himachal Pradesh",Chamba,Chamba,Cauliflower,Other,FAQ,22/03/2025,1500,1700,1600
"Himachal Pradesh",Chamba,Chamba,"Peas Wet",Other,FAQ,22/03/2025,3000,3500,3250
"Himachal Pradesh",Kangra,Dharamshala,Apple,Other,Medium,22/03/2025,14000,24000,19000
"Himachal Pradesh",Kangra,Dharamshala,"Bitter gourd",Other,FAQ,22/03/2025,5500,6000,5750
"Himachal Pradesh",Kangra,Dharamshala,Carrot,Other,FAQ,22/03/2025,1400,1800,1600
"Himachal Pradesh",Kangra,Dharamshala,Cauliflower,Other,FAQ,22/03/2025,1000,1200,1100
